ok,fail_reason,id,num_grains,grain_h,grain_out_r,grain_in_r,throat_r,expansion_ratio,tube_l,nose_l,nose_type,fin_n,fin_root,fin_tip,fin_span,fin_sweep,prop_density,isp_eff_s,eta_thrust,burn_rate,curve_alpha,curve_beta,burn_time_s,prop_mass_kg,total_impulse_ns,nozzle_exit_r,motor_dry_mass_kg,max_thrust_n,thrust_tau05_n,tube_d,tube_r,rocket_mass_est_kg,motor_casing_length,apogee,max_mach,max_acceleration,max_dynamic_pressure,rail_exit_speed,stability_initial,stability_min_over_flight,stability_at_max_q,min_stability_margin
True,,d431b34a,8,0.09304032563796986,0.04758544334316846,0.014556268774687582,0.006915315289186996,7.088185393209917,1.5414897569009938,0.38772209900314086,ogive,4,0.2979950061590076,0.055999912136220784,0.12379425426559997,0.12253534732497103,1686.3373406978865,184.67078889424377,0.8887231249740395,0.009051926252142323,4.069491936271857,2.740750311985658,3.6488559062955077,8.093501904226263,13026.322742096354,0.01841109079244335,3.332725666479192,7232.287268190803,185.50223668460535,0.10717088668633692,0.05358544334316846,3.393817783856202,0.819322605103759,6759.274558363926,2.8458751072291237,622.2517889646251,505466.25257539866,24.338777563897114,2.5616601891347393,2.5616601891347393,3.5136744196822507,2.5616601891347393
True,,4df91a25,5,0.13610314334495638,0.028528391834271923,0.0128794022045868,0.007245545906613112,5.864760676201604,1.444466890680327,0.4343268578406502,ogive,4,0.13012867521978916,0.12453317629615282,0.15551794535398306,0.005612831980849109,1640.2595315940803,164.4114655940849,1.0410570872003755,0.0037976428830965242,2.588412468134042,5.53206245193915,4.120711217829213,2.2723174305832856,3814.137288428111,0.017546732676291813,1.2953111007041498,2225.8984781523404,540.8518879713723,0.06905678366854384,0.03452839183427192,3.318190622781466,0.740515716724782,5873.684164793036,1.605512166653312,353.8423513620131,167044.3628230185,37.38868709107452,5.776210245938251,5.776210245938251,6.999228639777407,5.776210245938251
True,,d7ffe619,7,0.0626682547906022,0.030402023895752722,0.010361487981162057,0.006949825491715202,2.2048987162078566,1.6514009073165736,0.238568466431225,ogive,4,0.14339385932529966,0.027029573775462643,0.12030962868546137,0.14754519129538562,1657.34586883051,195.05104865619896,0.9467371765177719,0.009329859752604301,3.7503529751899087,4.355058848631161,2.1479996962437324,1.865905250653751,3378.9983778796145,0.010319727320078846,1.153066837728813,3389.4529905501104,124.78576553974685,0.07280404779150546,0.03640202389575273,3.334954060621698,0.5086777835342154,4950.166552129128,1.6284786516205976,597.732820444893,178650.138715106,41.89418621313097,5.020043952739547,5.020043952739547,6.785911942199758,5.020043952739547
True,,85984024,3,0.11665920023073356,0.02810687198806464,0.009282868662426964,0.008795955024275784,8.35985151133012,2.1939178243776505,0.5893791821942289,ogive,4,0.12407669689030734,0.05067696815286415,0.19120252853914893,0.11581473175470973,1591.557730103627,214.20986852529114,0.8985841935969962,0.004176261446793162,2.190109850551931,2.9709356794763604,4.507381438030446,1.2316206504834621,2324.8550850616193,0.0254321034687036,0.9310672276692118,894.6856607999111,206.08055454821698,0.06821374397612928,0.03410687198806464,4.674945509857819,0.3999776006922007,3376.2331850768646,0.8987487649647019,129.15963492866206,53346.19933618712,23.891663271116844,10.105143946663977,10.105143946663977,12.079686229418053,10.105143946663977
False,insufficient_early_thrust,7cfff2a5,4,0.07717248549960953,0.028509616516554107,0.009265985762619926,0.010924815208023887,2.8907515243822077,2.1951659960407364,0.3678255650752926,vonKarman,3,0.24463320042095377,0.18867646193194848,0.12835357365905026,0.08799229270853626,1534.07306328119,169.2599361598163,1.0156216134873584,0.004874652190401029,4.696500167693088,4.456591191085461,3.9476930870735703,1.08147580675553,1823.154993612267,0.0185746004804976,0.8785165323644355,1055.690493068284,23.929734517376108,0.06901923303310822,0.03450961651655411,4.344487341674044,0.3636899419984381,,,,,,,,,
False,insufficient_early_thrust,07c0ff44,4,0.058691242342707,0.02969927680823156,0.012989080481322659,0.00826809271463147,5.305134836122804,2.547767199317129,0.29298208123134967,ogive,3,0.12512224192998772,0.06778698218066585,0.1498328333484734,0.12873335453375068,1584.5151162115835,207.07247323800885,0.9637499810966215,0.003359793734764897,5.884226910898217,5.921695359013901,4.973578036652362,0.8336246507655659,1631.465811482921,0.019043797341813617,0.7917686277679481,854.1607259072408,15.88411458101397,0.07139855361646313,0.03569927680823157,4.761123920822717,0.28976496937082796,,,,,,,,,
True,,83676faf,7,0.10586945297966219,0.03645780242924682,0.012057342865549575,0.00652939800254958,7.6906884016392745,1.2260110774630182,0.32944539578809967,vonKarman,4,0.11474625901217642,0.08247102199672833,0.0697979776841346,0.14921256528604382,1713.4499324268277,232.697801212644,0.9829191507865931,0.009370972658883382,2.1077747882337805,2.9446199979707073,2.6038342498594735,4.722427974995539,10592.44200520686,0.018107385592447,2.1528497912484386,7015.913408392953,1853.1009224703137,0.08491560485849364,0.04245780242924682,2.8331847098766767,0.8110861708576353,8701.7530646271,3.328467520088587,852.4056128653525,684654.7651877436,52.95508265385642,1.7233024551741454,0.3354791862466306,2.430858597927549,0.3354791862466306
True,,0245578a,5,0.07274009301467889,0.0469711913242494,0.01420952044405079,0.006627891897418447,4.305709328620166,1.6039813321759886,0.2396700848677035,ogive,4,0.1690586242574789,0.08326100785105611,0.1578043437022556,0.12009457651596686,1653.2600006863047,232.15772249162654,1.0312256351912858,0.010686886490360599,2.0529967099403086,5.132288863472934,3.0655954762642152,3.7863037875419288,8889.410600653962,0.013753010366237646,1.8252063256396749,6996.190693041142,3392.1464746163815,0.10594238264849881,0.052971191324249406,3.265477125565538,0.42370046507339443,5491.469188835664,2.6525299144598073,870.11220677245,452853.3255310356,63.55775533675433,2.216364903236388,2.216364903236388,3.5549729405321093,2.216364903236388
False,insufficient_early_thrust,59fac1c7,4,0.1352927537735807,0.03537485786092502,0.009721967162520637,0.0073827958145819775,7.415916185148009,1.9329554400221816,0.4014033704856681,conical,3,0.2580960667782445,0.13716878931814,0.12429902811546359,0.08540863412518594,1553.0156631160378,169.90127351354394,0.9774043217996006,0.005667200029902694,3.3414713332126067,1.6272585827127157,4.5265546589229615,3.0545167730154037,4974.32411066092,0.02010496233008713,1.5690808705553911,2115.5630766469585,60.72640944025007,0.08274971572185005,0.04137485786092503,4.001538215761775,0.5961710150943228,,,,,,,,,
True,,32d3d6cd,6,0.07185659168987985,0.03838829944272108,0.009939770316201585,0.006139242988223819,9.860187564988745,1.3697845659756949,0.36933656432591144,vonKarman,4,0.1876465807590123,0.16736211838341802,0.11134113103035895,0.07288891170910777,1509.650096412247,235.92537735682438,0.9798269128658015,0.007785114930242537,5.688436197403003,2.109622700921852,3.6542208280068658,2.811274819179138,6373.059902538455,0.019277797370044716,1.4839461867126982,4487.11233545756,83.10628848130284,0.08877659888544218,0.04438829944272109,3.1086816954524092,0.4961395501392791,5807.509173680503,2.579161421609436,683.8389668968898,429789.0275769379,18.331915368307495,2.8323803273487136,2.8323803273487136,4.158831602794893,2.8323803273487136
