id,num_grains,grain_h,grain_out_r,throat_r,tube_l,tube_d,nose_l,nose_type,fin_n,fin_root,fin_tip,fin_span,fin_sweep,apogee,stability_initial,max_mach,max_acceleration
316c0b42,4,0.05101758093631821,0.03760863337326542,0.005941230849310956,2.4552453380396853,0.09521726674653085,0.576996285219948,ogive,3,0.18324679924768628,0.06795737264049619,0.09285653072114008,0.07914173643141319,2801.1807487937026,2.7001380495163803,0.9086047466788001,106.09108008918179
bb119647,2,0.07051313173167842,0.03660422083539244,0.009807283645372223,1.1771310111542006,0.09320844167078489,0.34604793343537044,ogive,3,0.27013699552953047,0.023243126544844155,0.10922525774573286,0.030739904540570066,3494.327702109367,1.5415273461259593,1.2635829215671552,157.2856714267751
2794cf6a,7,0.1245670912920691,0.04432988653395473,0.0059586167946066035,1.7142451758250035,0.10865977306790946,0.5583832167456086,conical,3,0.2306832978280241,0.16405276727978685,0.13209339263206943,0.11035537431532842,1765.3784908177322,0.32564084520907527,0.6951071896124671,110.75181269131235
f805bed3,6,0.149180074793475,0.04016389277656811,0.00695814757533692,1.564294849423813,0.10032778555313622,0.29195617799598267,conical,3,0.16847621030871823,0.10751621634106945,0.09764506465838008,0.07348141636101199,2080.6396314492267,-0.8659835862747071,0.7725597594512872,120.02409922173621
fc29c358,6,0.05826750564589065,0.022521002011347595,0.008077614735799906,2.0259446111805812,0.0650420040226952,0.37553054097539085,ogive,3,0.2224816013985858,0.145103533793707,0.05608589622614961,0.08318803411606095,4180.295759399473,2.502723841627623,1.0244730569836071,118.44336877073354
7ba7a149,2,0.10763639742678557,0.03145140535212249,0.0108245611329,1.896702930862986,0.08290281070424499,0.2738406477296119,conical,4,0.20160777813922592,0.1085698409446783,0.07755617620166312,0.10936440292884805,3703.074500707813,3.747121673764188,1.1181441563221357,132.45181469097722
61ef5a8b,7,0.06834554964107911,0.03837778861451854,0.010961649857738238,0.8183246477554886,0.09675557722903709,0.34225023944289223,vonKarman,3,0.09882421367310859,0.07065451875722277,0.14665657207886829,0.05998105159274997,2788.7519851885318,0.06404954669756772,1.0198432599575047,123.34267521211058
69e3c6df,4,0.14636651033302228,0.03601150225438443,0.007865477756307745,1.7312803693162402,0.09202300450876887,0.42708348562876325,conical,3,0.19653938244318325,0.12251789962585147,0.08945920897873708,0.0053686646271149715,2781.3268987903293,0.4508346172375954,0.9359295601116588,115.91339499675071
be6d19b9,3,0.06035555290795374,0.03229938155510227,0.007563988055459374,1.0043941984486793,0.08459876311020455,0.4915226794653194,ogive,3,0.2671882857967025,0.2579691207701726,0.19757888850971778,0.01816397497785032,3923.669366173159,2.653125652866479,1.3042119114411685,158.50807079373732
ec266b9e,2,0.12412435202418533,0.03454353977264423,0.011733395845961144,1.999291236912472,0.08908707954528847,0.24541695689894094,conical,4,0.1189915846577945,0.0430922570010438,0.08381874112472902,0.024048833009272397,3256.0379742346304,2.28932837399219,1.043993603347221,122.17050110717751
